mtime,stream_id,A,B,C,D,E,F,G,H,I,J
2021-10-02T09:40,Q7,29,32,24,9,36,49,14,6,43,85
2021-10-02T09:40,RY,40,12,39,14,52,73,25,1,84,172
2021-10-02T09:40,ME,35,12,13,39,14,24,30,1,62,130
2021-10-02T09:40,Of,58,91,11,14,17,115,22,1,81,91
2021-10-02T09:40,RZ,29,25,14,11,11,39,14,8,34,69
2021-10-02T09:40,F2,7,25,27,8,21,41,8,3,30,101
2021-10-02T09:40,RA,13,7,16,8,24,34,20,0,83,200
2021-10-02T09:40,N4,29,42,4,11,15,58,9,1,80,266
2021-10-02T09:40,SD,33,46,80,15,67,73,73,27,99,537
2021-10-02T09:40,O3,24,4,16,3,21,22,12,0,38,65
2021-10-02T09:40,R2,109,125,78,28,75,272,87,49,162,539
2021-10-02T09:40,RK,61,23,11,33,21,75,109,1,86,129
2021-10-02T09:40,Ql,243,162,527,1573,354,350,608,87,644,2002
2021-10-02T09:40,Rb,26,36,36,18,14,61,16,10,81,177
2021-10-02T09:40,SG,29,15,20,19,19,56,14,3,31,58
2021-10-02T09:40,Q5,53,35,34,31,34,53,34,4,80,142
2021-10-02T09:40,Pa,34,31,26,43,12,73,54,5,62,143
2021-10-02T09:40,RM,5,26,4,4,0,661,0,0,1,4
2021-10-02T09:40,Qr,17,49,0,5,16,81,3,0,45,56
2021-10-02T09:40,Oa,14,8,4,4,9,62,3,0,38,97
2021-10-02T09:40,QG,22,24,13,24,18,70,13,10,70,76
2021-10-02T09:40,Rz,123,107,66,96,59,193,64,10,213,319
2021-10-02T09:40,Qe,62,68,4,12,26,152,9,13,63,90
2021-10-02T09:40,Qj,52,38,38,11,21,49,11,8,29,95
2021-10-02T09:40,Lg,29,37,20,15,26,39,15,8,45,85
2021-10-02T09:40,Ku,18,10,10,6,12,64,16,1,50,128
2021-10-02T09:40,SP,22,30,21,8,25,44,15,9,56,187
2021-10-02T09:40,PY,48,33,7,35,13,113,8,3,70,74
2021-10-02T09:40,Ro,20,27,23,19,11,45,21,12,73,99
2021-10-02T09:40,Pp,27,56,6,17,2,41,10,0,34,97
2021-10-02T09:40,Q8,74,32,25,20,41,81,45,2,438,257
2021-10-02T09:40,Lk,25,51,12,42,10,58,12,2,84,102
2021-10-02T09:40,PP,36,27,15,6,20,56,37,7,41,133
2021-10-02T09:40,SF,21,16,24,26,14,30,26,4,30,79
2021-10-02T09:40,RN,30,21,5,42,8,82,24,4,38,74
2021-10-02T09:40,QS,21,16,8,12,4,53,2,0,35,48
2021-10-02T09:40,Pq,73,179,82,23,55,249,56,32,155,285
2021-10-02T09:40,R7,14,12,6,16,5,29,10,0,40,66
2021-10-02T09:40,Oh,6,21,11,8,13,33,7,5,21,69
2021-10-02T09:40,SQ,56,75,27,14,55,170,36,21,98,165
2021-10-02T09:40,R1,18,64,14,12,24,74,8,6,55,79
2021-10-02T09:40,R3,26,23,27,258,7,32,16,0,44,39
2021-10-02T09:40,SE,23,22,11,5,9,32,12,6,36,72
2021-10-02T09:40,Ry,25,33,7,21,8,58,14,1,23,42
2021-10-02T09:40,Qc,30,14,16,35,19,79,20,0,64,73
2021-10-02T09:40,Qz,73,61,25,19,14,119,39,3,116,154
2021-10-02T09:40,KZ,34,57,39,23,27,62,14,12,59,99
2021-10-02T09:40,P9,16,52,14,18,10,111,9,3,92,91
2021-10-02T09:40,Ph,25,22,36,96,38,54,64,13,92,251
2021-10-02T09:40,Rp,25,45,11,42,23,89,15,3,84,109
2021-10-02T09:40,P0,11,36,22,4,19,46,7,10,20,94
2021-10-02T09:40,R9,21,18,15,15,33,34,20,7,55,73
2021-10-02T09:40,SR,16,41,6,7,2,59,6,2,26,42
2021-10-02T09:40,Qi,73,27,27,30,40,115,25,0,55,95
2021-10-02T09:40,SS,26,26,14,9,14,44,5,2,32,55
2021-10-02T09:40,QW,122,77,81,16,74,167,75,18,230,577
2021-10-02T09:40,Pe,21,18,21,10,25,48,7,5,18,47
2021-10-02T09:40,ST,17,23,14,3,7,63,5,1,37,48
2021-10-02T09:40,SU,68,58,26,9,26,114,27,11,79,129
2021-10-02T09:40,R5,51,21,20,9,14,41,19,5,39,54
2021-10-02T09:40,Rl,79,10,0,27,9,53,9,0,33,48
2021-10-02T09:40,SC,49,25,25,6,27,45,22,7,34,90
2021-10-02T09:40,SB,1016,418,154,120,162,1128,251,50,694,799
2021-10-02T09:40,RX,29,37,34,15,44,69,49,7,137,145
2021-10-02T09:40,Op,198,442,124,106,64,838,91,63,616,473
2021-10-02T09:40,Q0,18,11,5,4,13,25,28,0,32,109
2021-10-02T09:40,Pf,25,25,8,19,10,89,2,0,31,33
2021-10-02T09:40,QZ,70,61,23,10,20,101,43,8,138,260
2021-10-02T09:40,SV,13,19,17,27,14,18,21,5,36,210
2021-10-02T09:40,QF,86,134,292,76,316,396,139,50,283,679
2021-10-02T09:40,QP,43,48,23,22,24,104,16,14,74,62
2021-10-02T09:40,SH,26,11,26,24,53,29,18,0,41,77
2021-10-02T09:40,Rf,31,62,20,8,8,107,19,9,74,96
2021-10-02T09:40,SW,38,23,0,23,0,32,11,4,78,63
2021-10-02T09:40,QO,19,15,9,21,11,42,11,5,80,64
2021-10-02T09:40,RV,23,102,17,5,8,95,14,11,140,137
2021-10-02T09:40,Ox,19,44,9,8,16,72,7,1,76,124
2021-10-02T09:40,Ls,28,49,29,44,27,96,33,11,114,270
2021-10-02T09:40,Qn,34,36,67,22,77,92,42,7,49,160
2021-10-02T09:40,Qw,219,211,94,61,95,410,161,46,854,1184
2021-10-02T09:40,SK,17,17,21,9,16,32,25,5,35,104
2021-10-02T09:45,SK,24,28,17,11,26,28,19,5,47,133
2021-10-02T09:45,Ph,30,19,43,76,29,43,60,13,97,230
2021-10-02T09:45,SX,36,4,2,14,14,37,10,0,77,57
2021-10-02T09:45,QO,13,15,10,23,9,45,10,5,75,65
2021-10-02T09:45,F2,10,28,20,6,23,27,10,6,28,82
2021-10-02T09:45,Rf,20,60,17,8,9,91,12,3,64,84
2021-10-02T09:45,SC,35,21,14,9,4,33,13,2,21,70
2021-10-02T09:45,Pp,26,45,8,20,2,47,9,0,36,112
2021-10-02T09:45,SU,194,181,71,16,79,326,82,25,213,389
2021-10-02T09:45,Rl,83,5,0,28,4,44,0,0,34,53
2021-10-02T09:45,SH,32,11,28,24,60,28,25,0,37,88
2021-10-02T09:45,Q0,22,20,9,5,10,44,10,7,33,90
2021-10-02T09:45,Pf,22,23,5,18,10,83,3,0,25,39
2021-10-02T09:45,QP,51,49,16,19,26,87,19,16,79,64
2021-10-02T09:45,SP,38,44,28,11,34,54,16,10,79,244
2021-10-02T09:45,SB,920,390,161,122,146,1043,229,37,614,678
2021-10-02T09:45,SY,14,11,11,12,23,31,10,1,33,81
2021-10-02T09:45,Q3,15,17,17,17,24,32,8,1,47,32
2021-10-02T09:45,RY,40,14,35,14,54,78,23,1,85,177
2021-10-02T09:45,Ls,28,49,28,51,48,110,29,16,152,350
2021-10-02T09:45,SJ,16,26,12,8,13,31,14,1,73,107
2021-10-02T09:45,Ql,235,145,536,1705,344,348,629,74,624,1888
2021-10-02T09:45,NP,28,52,2,11,2,61,1,3,30,37
2021-10-02T09:45,R2,81,97,55,27,59,161,60,30,122,366
2021-10-02T09:45,SG,29,16,21,17,19,66,16,1,34,59
2021-10-02T09:45,Rq,86,64,80,31,103,165,122,18,142,410
2021-10-02T09:45,Hk,45,16,7,32,28,29,15,1,37,58
2021-10-02T09:45,SR,18,49,12,8,2,72,4,3,27,34
2021-10-02T09:45,QZ,43,42,16,8,14,73,32,4,95,190
2021-10-02T09:45,Qz,61,48,20,27,25,94,30,11,108,121
2021-10-02T09:45,Ku,20,15,11,5,19,67,16,1,56,159
2021-10-02T09:45,Pa,44,29,23,41,13,58,41,4,66,146
2021-10-02T09:45,RX,27,43,41,20,58,81,50,8,143,175
2021-10-02T09:45,RA,15,7,16,8,22,36,21,0,82,199
2021-10-02T09:45,Qf,11,33,7,4,3,49,6,4,26,33
2021-10-02T09:45,Ro,17,28,25,32,36,53,17,9,100,120
2021-10-02T09:45,Pq,36,91,34,11,19,139,26,13,80,128
2021-10-02T09:45,PP,34,27,17,7,18,65,44,2,39,133
2021-10-02T09:45,R3,21,16,17,292,11,37,15,0,39,46
2021-10-02T09:45,Lg,25,32,18,9,26,38,14,12,38,71
2021-10-02T09:45,Qc,33,18,13,35,17,73,20,1,58,66
2021-10-02T09:45,RS,39,15,13,17,4,26,18,3,43,233
2021-10-02T09:45,SZ,22,35,17,8,15,87,10,10,63,99
2021-10-02T09:45,RN,32,12,4,49,5,89,28,4,37,88
2021-10-02T09:45,Sa,19,54,15,4,18,181,9,7,15,54
2021-10-02T09:45,SQ,46,49,29,8,50,107,32,15,68,114
2021-10-02T09:45,Rv,29,6,16,10,16,52,23,5,90,139
2021-10-02T09:45,N4,13,27,12,4,1,45,13,0,70,203
2021-10-02T09:45,SM,17,30,14,22,17,76,7,10,35,69
2021-10-02T09:45,Rm,27,47,73,10,45,68,22,15,59,158
2021-10-02T09:45,SN,203,586,48,30,29,2955,51,21,822,525
2021-10-02T09:45,SD,33,41,82,15,81,75,60,23,108,472
2021-10-02T09:45,Qi,72,23,25,25,35,109,24,0,62,87
2021-10-02T09:45,Sb,12,26,4,9,2,62,4,1,42,34
2021-10-02T09:45,R1,25,59,13,12,29,76,6,9,63,70
2021-10-02T09:45,SS,22,35,15,6,17,55,14,3,44,70
2021-10-02T09:45,Lk,25,41,10,31,13,60,25,2,87,95
2021-10-02T09:45,PY,46,26,6,31,3,94,11,2,60,65
2021-10-02T09:45,QF,75,101,250,64,275,335,141,44,237,540
2021-10-02T09:45,Qr,19,53,0,6,15,87,2,0,42,51
2021-10-02T09:45,SF,24,13,30,26,21,27,23,2,23,91
2021-10-02T09:45,QW,144,93,91,17,97,213,98,27,263,685
2021-10-02T09:45,ME,31,16,12,40,16,19,26,2,70,125
2021-10-02T09:45,Sc,50,105,6,6,2,302,11,0,57,42
2021-10-02T09:45,RK,52,23,14,38,21,70,119,5,83,124
2021-10-02T09:45,Rz,114,99,69,101,55,161,59,9,199,252
2021-10-02T09:45,P0,7,33,20,4,19,36,12,6,16,83
2021-10-02T09:45,Q8,71,28,12,19,32,78,31,2,356,222
2021-10-02T09:45,Pe,21,16,22,10,30,47,11,3,21,57
2021-10-02T09:45,RZ,34,27,6,9,14,27,16,8,22,63
2021-10-02T09:45,SW,37,27,0,27,0,31,8,4,78,55
2021-10-02T09:45,Qv,209,114,137,25,127,290,171,26,312,760
2021-10-02T09:45,Op,152,348,100,95,61,678,67,59,484,385
2021-10-02T09:45,RP,35,21,18,17,20,81,38,8,130,186
2021-10-02T09:45,KZ,38,42,36,16,22,56,8,10,61,91
2021-10-02T09:45,Qj,54,29,31,9,21,47,8,4,23,82
2021-10-02T09:45,Qn,35,28,65,14,65,59,21,4,37,159
2021-10-02T09:45,Pz,7,5,13,39,13,25,9,11,27,109
2021-10-02T09:45,QG,21,25,12,27,16,68,15,9,68,80
2021-10-02T09:45,Sd,33,36,16,19,16,55,23,1,74,138
2021-10-02T09:45,Q7,33,32,26,6,41,50,15,5,42,83
2021-10-02T09:45,Q5,57,28,36,31,20,51,32,8,77,159
2021-10-02T09:45,Qw,214,217,89,66,95,403,152,44,844,1172
2021-10-02T09:45,RV,30,116,22,6,12,117,13,11,167,184
2021-10-02T09:45,P9,22,52,14,18,12,117,15,4,93,92
2021-10-02T09:45,SV,11,18,19,42,21,18,25,1,36,202
2021-10-02T09:45,Rb,25,34,39,19,15,58,28,15,70,156
2021-10-02T09:45,R4,131,120,40,21,50,308,36,21,169,230
2021-10-02T09:45,SO,18,21,17,13,13,31,3,4,33,77
2021-10-02T09:45,Of,45,88,10,10,27,118,11,0,111,105
2021-10-02T09:45,R9,51,23,34,27,55,55,26,10,60,120
2021-10-02T09:45,Lc,9,22,34,7,38,40,23,11,30,219
2021-10-02T09:45,Ra,63,59,56,11,34,71,40,13,117,149
2021-10-02T09:45,Pc,22,34,18,12,21,64,18,5,65,63
2021-10-02T09:45,Qe,57,56,13,12,26,163,9,10,54,83
2021-10-02T09:45,Rp,32,47,14,55,29,89,13,2,96,115
2021-10-02T09:45,Oh,11,22,15,10,21,31,8,9,20,89
2021-10-02T09:45,Mz,16,20,14,6,13,45,13,1,38,63
2021-10-02T09:45,Se,86,138,51,14,31,245,32,21,199,223
2021-10-02T09:45,Ox,17,35,5,11,20,70,9,0,68,116
2021-10-02T09:50,SK,19,25,29,9,34,35,26,5,54,156
2021-10-02T09:50,Rz,106,101,73,91,59,173,71,15,221,269
2021-10-02T09:50,SQ,38,31,25,7,35,102,28,11,51,87
2021-10-02T09:50,Rl,74,9,0,24,4,43,0,0,37,46
2021-10-02T09:50,Sf,18,28,18,6,24,48,13,7,29,142
2021-10-02T09:50,F2,12,31,14,5,17,33,10,8,23,84
2021-10-02T09:50,Rb,31,47,60,23,26,74,32,19,113,230
2021-10-02T09:50,QP,47,48,18,22,23,88,18,10,71,67
2021-10-02T09:50,SY,9,13,32,9,18,20,10,0,27,76
2021-10-02T09:50,SS,32,28,10,8,15,34,11,1,37,68
2021-10-02T09:50,Qz,78,44,22,28,13,110,26,10,118,133
2021-10-02T09:50,R4,130,108,38,16,64,294,31,23,147,216
2021-10-02T09:50,Qe,52,29,11,5,22,135,14,8,52,75
2021-10-02T09:50,Qw,208,243,86,53,110,438,148,36,880,1194
2021-10-02T09:50,SV,11,12,23,26,22,23,21,1,37,194
2021-10-02T09:50,Q8,69,33,10,18,35,102,26,2,373,214
2021-10-02T09:50,Qj,48,23,18,10,18,29,10,0,28,82
2021-10-02T09:50,Rq,96,55,75,34,95,186,106,17,162,405
2021-10-02T09:50,RY,41,14,34,16,53,78,23,1,88,182
2021-10-02T09:50,R1,36,90,24,13,36,127,14,14,100,111
2021-10-02T09:50,Sa,14,59,17,4,22,155,2,1,10,49
2021-10-02T09:50,PY,42,22,11,26,7,84,8,2,59,69
2021-10-02T09:50,Qv,173,89,105,27,95,205,125,19,275,604
2021-10-02T09:50,R2,49,89,49,24,40,90,51,17,83,245
2021-10-02T09:50,SU,122,98,42,12,41,153,48,16,114,220
2021-10-02T09:50,Lk,23,58,6,25,18,55,21,2,84,94
2021-10-02T09:50,SM,25,28,8,17,15,48,5,6,17,72
2021-10-02T09:50,QZ,41,34,15,8,10,74,25,2,79,132
2021-10-02T09:50,N4,18,18,14,1,10,35,15,0,71,183
2021-10-02T09:50,QF,75,103,197,51,205,261,103,33,211,460
2021-10-02T09:50,RZ,32,23,14,8,14,25,12,3,33,56
2021-10-02T09:50,Rp,36,71,21,63,39,127,13,5,126,149
2021-10-02T09:50,NP,27,56,1,14,9,88,7,4,37,32
2021-10-02T09:50,P0,12,29,27,4,19,42,12,5,23,92
2021-10-02T09:50,Rf,26,54,7,7,6,64,12,2,49,68
2021-10-02T09:50,SG,30,14,23,16,20,75,13,2,34,58
2021-10-02T09:50,Sg,3,1,0,3,0,3,0,0,0,0
2021-10-02T09:50,Sh,69,91,33,19,27,237,40,8,165,288
2021-10-02T09:50,SP,22,27,19,10,28,44,8,7,46,133
2021-10-02T09:50,QS,16,32,4,22,4,47,15,1,28,39
2021-10-02T09:50,SJ,15,16,13,5,13,37,18,0,61,100
2021-10-02T09:50,ME,31,14,13,43,19,24,30,3,66,137
2021-10-02T09:50,PP,42,28,20,8,30,72,45,4,51,146
2021-10-02T09:50,Si,20,18,20,14,23,77,16,6,25,69
2021-10-02T09:50,SR,21,41,8,11,2,56,4,2,23,38
2021-10-02T09:50,Qi,73,16,23,23,34,105,22,0,70,102
2021-10-02T09:50,Sd,33,50,24,30,22,86,14,1,81,145
2021-10-02T09:50,Sb,15,34,4,9,2,64,5,4,42,35
2021-10-02T09:50,Pc,27,38,20,13,23,70,19,16,78,68
2021-10-02T09:50,Se,131,199,69,25,45,415,72,32,304,342
2021-10-02T09:50,SW,35,25,0,27,0,35,0,7,79,69
2021-10-02T09:50,Q5,65,31,40,33,21,50,37,4,86,174
2021-10-02T09:50,RN,33,13,4,51,7,92,32,3,36,97
2021-10-02T09:50,Qc,36,19,9,30,22,66,20,0,60,71
2021-10-02T09:50,Qn,37,30,56,18,85,69,31,5,32,178
2021-10-02T09:50,Sj,57,83,28,11,17,169,27,11,168,366
2021-10-02T09:50,QW,158,106,95,20,97,201,83,19,274,699
2021-10-02T09:50,Pz,17,7,22,29,21,21,16,10,24,128
2021-10-02T09:50,Lg,27,38,20,15,22,56,12,16,42,84
2021-10-02T09:50,Q7,33,35,23,6,40,51,19,3,60,81
2021-10-02T09:50,RK,45,21,16,42,15,62,103,6,91,122
2021-10-02T09:50,Sc,45,83,5,4,2,310,4,1,68,33
2021-10-02T09:50,Ra,57,35,30,8,29,67,37,8,73,126
2021-10-02T09:50,RA,14,7,15,8,24,34,22,0,83,194
2021-10-02T09:50,Ql,249,136,533,1746,374,349,634,75,609,1942
2021-10-02T09:50,Ox,19,23,5,7,16,68,8,1,62,103
2021-10-02T09:50,SH,32,10,34,28,69,32,29,0,48,106
2021-10-02T09:50,Rv,31,23,23,4,11,63,27,5,106,173
2021-10-02T09:50,Ph,36,34,50,95,25,40,57,15,107,221
2021-10-02T09:50,SZ,21,26,14,9,12,107,21,8,65,130
2021-10-02T09:50,RX,20,23,28,19,35,60,26,5,86,111
2021-10-02T09:50,Oa,14,5,6,6,13,61,3,0,45,79
2021-10-02T09:50,P9,16,38,11,18,4,96,14,3,62,81
2021-10-02T09:50,R3,35,25,26,332,24,47,16,0,50,53
2021-10-02T09:50,QO,13,15,11,22,11,46,9,5,75,65
2021-10-02T09:50,RS,34,15,11,21,7,31,23,2,48,235
2021-10-02T09:50,Pa,37,33,20,40,14,60,37,4,76,141
2021-10-02T09:50,Sk,16,3,17,4,15,15,16,1,41,91
2021-10-02T09:50,Oh,7,19,25,7,16,28,6,5,21,74
2021-10-02T09:50,SN,275,795,67,33,35,3951,78,19,1136,655
2021-10-02T09:50,KZ,34,41,36,13,28,58,17,13,49,103
2021-10-02T09:50,QG,32,25,11,27,13,65,12,8,65,73
2021-10-02T09:50,Pe,16,17,21,13,31,53,9,3,23,63
2021-10-02T09:50,RV,35,130,26,6,13,122,15,13,214,207
2021-10-02T09:50,SB,860,379,156,114,128,1026,223,44,598,632
2021-10-02T09:50,Ro,19,43,29,24,18,49,24,9,74,85
2021-10-02T09:50,SX,34,15,5,16,19,46,8,0,99,79
2021-10-02T09:50,Rm,41,45,68,6,57,81,26,13,67,165
2021-10-02T09:50,Op,50,120,29,40,19,224,27,17,162,142
2021-10-02T09:50,Ls,30,62,29,55,44,129,59,16,172,438
2021-10-02T09:50,Pq,31,59,32,15,9,131,12,7,74,101
2021-10-02T09:50,Sl,4,71,0,4,0,36,0,0,32,36
2021-10-02T09:50,SD,39,31,100,13,47,59,44,10,84,395
2021-10-02T09:50,Q0,14,18,7,4,7,39,15,8,34,105
2021-10-02T09:50,Ku,25,19,15,8,21,79,18,2,75,194
2021-10-02T09:50,Lc,15,9,19,9,34,18,16,8,28,195
2021-10-02T09:50,Sm,49,23,30,8,35,135,36,7,190,292
2021-10-02T09:50,Qr,24,52,1,4,16,79,1,0,44,48
2021-10-02T09:50,R9,49,28,48,29,57,74,30,8,66,136
2021-10-02T09:50,Hk,42,19,13,24,29,20,16,0,32,59
2021-10-02T09:55,SG,31,15,23,19,20,79,17,1,33,57
2021-10-02T09:55,Rf,25,40,5,5,7,48,13,2,44,58
2021-10-02T09:55,SB,1039,434,195,122,166,1207,261,53,715,766
2021-10-02T09:55,SS,29,31,16,6,16,56,17,3,48,110
2021-10-02T09:55,Qi,66,25,16,22,40,102,22,1,75,96
2021-10-02T09:55,Sm,81,47,51,11,68,218,57,20,361,539
2021-10-02T09:55,QO,18,16,10,20,12,42,9,4,71,64
2021-10-02T09:55,SK,17,22,20,11,25,26,20,8,35,133
2021-10-02T09:55,RX,27,26,35,17,37,70,40,4,85,129
2021-10-02T09:55,Qz,54,51,17,17,9,97,23,3,123,141
2021-10-02T09:55,Qw,197,218,87,50,100,423,147,40,842,1171
2021-10-02T09:55,RK,49,20,9,33,18,60,98,7,85,123
2021-10-02T09:55,Rq,128,75,87,25,98,226,155,21,178,507
2021-10-02T09:55,RN,25,8,12,54,4,95,23,0,30,84
2021-10-02T09:55,Sn,16,54,10,6,8,113,9,2,55,70
2021-10-02T09:55,So,29,18,12,6,23,82,17,2,47,60
2021-10-02T09:55,QP,57,52,22,22,19,98,20,18,73,69
2021-10-02T09:55,RZ,34,20,19,8,22,34,14,6,33,52
2021-10-02T09:55,SN,251,707,51,34,35,3750,68,25,1073,603
2021-10-02T09:55,PP,38,28,18,6,25,64,46,5,58,145
2021-10-02T09:55,Qn,31,21,53,12,54,60,29,5,26,153
2021-10-02T09:55,Qe,51,28,8,5,23,132,8,8,44,50
2021-10-02T09:55,SU,80,75,28,8,28,108,31,6,65,168
2021-10-02T09:55,QG,32,28,12,31,15,70,12,8,67,81
2021-10-02T09:55,QF,62,85,170,59,206,233,72,46,185,393
2021-10-02T09:55,RV,42,136,23,6,7,124,16,13,226,213
2021-10-02T09:55,Rj,4,0,6,9,0,1,4,0,0,19
2021-10-02T09:55,Sp,14,20,29,52,24,38,24,7,31,58
2021-10-02T09:55,Sq,61,60,29,7,20,125,31,10,114,145
2021-10-02T09:55,SX,42,32,13,11,29,71,18,0,118,72
2021-10-02T09:55,Rl,73,4,0,27,5,34,3,0,34,50
2021-10-02T09:55,SZ,22,21,10,9,14,95,15,10,55,108
2021-10-02T09:55,Sr,33,44,38,11,32,100,32,16,67,145
2021-10-02T09:55,Oh,7,23,20,9,15,37,10,8,25,86
2021-10-02T09:55,QW,101,70,59,17,75,134,62,14,205,467
2021-10-02T09:55,Pe,13,14,15,10,21,56,9,5,24,56
2021-10-02T09:55,Qj,44,21,13,8,9,22,13,1,32,68
2021-10-02T09:55,Rb,32,40,50,20,30,79,24,15,107,223
2021-10-02T09:55,R9,50,27,45,20,45,43,28,12,56,121
2021-10-02T09:55,P9,14,32,13,17,8,84,9,1,51,48
2021-10-02T09:55,RA,13,7,15,9,23,34,20,0,82,188
2021-10-02T09:55,Lg,33,35,37,21,31,71,29,13,54,114
2021-10-02T09:55,Rz,112,126,90,93,65,196,91,22,238,342
2021-10-02T09:55,Ro,14,33,26,21,16,58,27,18,85,117
2021-10-02T09:55,Rm,33,57,72,10,69,116,36,16,73,206
2021-10-02T09:55,SD,37,26,103,13,40,52,38,15,69,397
2021-10-02T09:55,Ql,270,144,609,1835,420,391,728,79,660,2145
2021-10-02T09:55,NP,30,58,3,8,9,71,16,6,40,31
2021-10-02T09:55,Sk,14,4,14,5,14,19,16,2,37,91
2021-10-02T09:55,R2,36,71,25,27,32,77,25,17,62,158
2021-10-02T09:55,RY,39,16,31,18,50,83,23,1,91,183
2021-10-02T09:55,RO,16,15,21,5,23,20,13,1,50,122
2021-10-02T09:55,Q7,24,29,25,5,31,31,13,4,40,72
2021-10-02T09:55,Lc,21,10,28,14,26,19,7,10,19,159
2021-10-02T09:55,Q8,64,29,9,15,29,75,23,6,339,151
2021-10-02T09:55,SQ,38,25,26,6,31,104,19,11,45,75
2021-10-02T09:55,Si,22,19,25,24,32,91,17,6,31,83
2021-10-02T09:55,Q3,20,20,18,11,19,31,12,0,34,39
2021-10-02T09:55,Sd,33,37,16,29,28,59,20,4,81,115
2021-10-02T09:55,Pa,26,34,11,34,21,77,42,4,73,157
2021-10-02T09:55,R1,47,107,30,14,32,167,17,16,128,135
2021-10-02T09:55,Sj,38,55,22,11,15,120,25,7,111,270
2021-10-02T09:55,Sb,14,37,5,12,1,67,5,3,37,31
2021-10-02T09:55,Qr,27,46,0,5,16,75,3,0,43,49
2021-10-02T09:55,R4,156,110,41,21,54,319,47,26,183,219
2021-10-02T09:55,SW,40,24,0,19,1,41,3,10,85,67
2021-10-02T09:55,Sg,6,1,0,4,0,6,5,0,0,1
2021-10-02T09:55,ME,32,13,15,41,16,21,28,2,63,134
2021-10-02T09:55,Ph,39,38,51,108,26,47,59,10,112,222
2021-10-02T09:55,Sf,57,88,59,19,54,175,35,23,81,423
2021-10-02T09:55,SP,30,33,19,14,31,66,13,8,85,206
2021-10-02T09:55,Lk,26,59,11,26,15,68,29,1,91,91
2021-10-02T09:55,Pz,9,5,16,28,21,31,18,4,20,128
2021-10-02T09:55,Ox,18,32,6,6,18,70,5,2,73,117
2021-10-02T09:55,Ss,31,34,18,7,20,58,16,10,43,161
2021-10-02T09:55,SR,19,42,4,11,4,58,5,4,31,56
2021-10-02T09:55,St,11,19,1,7,0,41,3,2,36,31
2021-10-02T09:55,N4,24,26,15,6,8,48,10,0,81,177
2021-10-02T09:55,Q5,47,36,43,32,25,60,51,11,79,160
2021-10-02T09:55,Su,93,149,29,14,21,583,44,5,214,401
2021-10-02T09:55,Pc,33,38,29,10,20,101,27,25,94,106
2021-10-02T09:55,Sc,40,54,2,4,1,238,1,0,45,26
2021-10-02T09:55,Qc,31,24,16,31,30,66,22,0,64,62
2021-10-02T09:55,RS,37,14,10,24,9,36,20,1,50,242
2021-10-02T09:55,QS,18,35,4,24,2,37,13,2,48,64
2021-10-02T09:55,Ra,58,32,32,9,42,64,44,7,70,137
2021-10-02T09:55,QZ,55,35,14,9,15,86,33,5,96,163
2021-10-02T09:55,Rv,21,11,15,4,14,47,30,4,77,98
2021-10-02T09:55,Sh,33,41,22,10,21,136,22,4,86,143
2021-10-02T09:55,Pq,40,67,30,13,16,137,16,7,85,116
2021-10-02T09:55,Qv,138,75,78,23,75,192,88,12,217,491
2021-10-02T09:55,SH,33,8,37,25,56,37,31,0,47,109
2021-10-02T09:55,PY,41,25,8,26,10,86,6,2,54,74
2021-10-02T09:55,Ls,34,90,48,87,60,158,60,16,213,515
2021-10-02T09:55,KZ,36,60,31,17,22,70,22,7,59,113
2021-10-02T09:55,Rp,41,74,19,61,51,147,18,10,140,152
2021-10-02T09:55,SV,13,8,22,15,18,23,16,6,36,175
2021-10-02T09:55,Ku,21,14,13,6,16,63,15,1,66,152
2021-10-02T09:55,R3,49,22,28,366,32,70,20,0,57,94
2021-10-02T09:55,P0,13,28,19,5,20,40,12,7,29,89
2021-10-02T10:00,RX,26,24,44,15,34,66,41,5,91,121
2021-10-02T10:00,Sc,29,39,2,3,0,169,2,0,35,20
2021-10-02T10:00,Pa,21,42,17,37,15,67,36,4,74,153
2021-10-02T10:00,Sn,15,56,9,6,6,113,11,2,66,68
2021-10-02T10:00,St,14,26,2,7,5,43,0,4,41,35
2021-10-02T10:00,Sm,86,40,52,14,87,212,52,19,350,545
2021-10-02T10:00,Rf,21,30,6,5,6,40,1,2,32,51
2021-10-02T10:00,Oh,7,22,30,10,15,47,13,14,29,101
2021-10-02T10:00,Lc,14,13,25,12,28,15,7,12,22,153
2021-10-02T10:00,RV,34,111,20,5,7,108,13,11,179,189
2021-10-02T10:00,Rq,130,73,72,26,101,217,156,19,165,461
2021-10-02T10:00,Q5,48,34,22,33,23,75,47,5,92,167
2021-10-02T10:00,RY,39,16,30,18,52,81,27,1,92,180
2021-10-02T10:00,KZ,36,60,49,19,32,83,26,22,62,143
2021-10-02T10:00,Q8,78,29,10,15,27,86,31,7,415,199
2021-10-02T10:00,Lk,23,57,16,24,5,72,30,2,82,97
2021-10-02T10:00,Qe,45,33,8,5,19,122,7,8,46,70
2021-10-02T10:00,Qi,97,35,26,28,51,115,47,1,78,119
2021-10-02T10:00,So,56,48,27,16,50,162,39,10,122,144
2021-10-02T10:00,RZ,37,11,21,5,18,35,28,5,25,44
2021-10-02T10:00,R2,36,73,33,22,26,62,32,13,47,130
2021-10-02T10:00,Sr,26,39,36,14,36,62,29,10,49,120
